description,headquarters,homepage,id,logo_path,name,origin_country,parent_company
"","","",465,null,"Twickenham Film Studios",null,null
"","","",466,null,"Avalon/NFU Studios",null,null
"","","",467,null,"Renaissance Pictures",null,null
"","31 rue de Vincennes, 93100 Montreuil","https,//www.aaaproduction.fr/",468,"/42mtaDQPu1OTmfrvmwq6OsnHLPG.png","AAA Production","FR",null
"","","",469,null,"Hemdale Film Corporation",null,null
"","","",470,null,"Recorded Pictures Company",null,null
"","","",472,null,"Soprofilms",null,null
"","","",473,null,"TAO Film",null,null
"","","",474,null,"Yanco",null,null
"","","",475,null,"JD Productions",null,null
"","","",476,null,"Underworld Entertainment",null,null
"","","",477,null,"Hughes Entertainment",null,null
"","","",478,null,"Cady",null,null
"","","",479,null,"Discina",null,null
"","","",480,null,"Tobis","DE",null
"","","",481,null,"La Nouvelle Edition Francaise",null,null
"","Zürich","http,//www.praesens.com/",483,"/mCEJD7utltKsFY1fPVM4uWQGmvz.png","Praesens-Film AG",null,null
"","","",484,null,"De Laurentiis Entertainment Group (DEG)",null,null
"","Los Angeles, California, United States","",485,"/tVOP0mIeoYLua4Rw66OYNzitrrI.png","Vinyl Films","US",null
"","London","https,//www.portobelloproductions.com/",486,null,"Portobello Pictures","GB",null
"","Prague, Czech Republic","https,//www.ceskatelevize.cz/",487,"/x3BUIowxU2skXOpnOeOkl7kIYDo.png","Česká televize","CZ",null
"","","",489,null,"Dutch Oven",null,null
""," Los Angeles, California","",490,null,"New Regency Productions",null,{"name","Regency Enterprises",508,"/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png"}
"","Santa Monica, California","",491,"/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png","Summit Entertainment","US",null
"","","",494,"/ioc65azmsAeL1XQN4dFnrpdJoMO.png","AVCO Embassy Pictures","US",null
"","","",495,null,"EDI",null,null
"","","",496,null,"David Foster Productions",null,null
"","","",497,"/pMyhOBd3sCiLzBlmIopdJkcUFtn.png","Revolution Studios",null,null
"","","",498,null,"Debra Hill Productions",null,null
"","","",499,null,"De Laurentiis Entertainment Group",null,null
"","London, England","http,//www.goldcrestfilms.com",500,null,"Goldcrest Films International","GB",null
"","","",501,null,"Indo-British",null,null
"","","",502,null,"International Film Investors",null,null
"","","",503,null,National Film Development Corporation of India,null,null
"","","",504,null,"Carolina Bank",null,null
"","","",505,null,"Cruel Productions",null,null
""," Los Angeles, California","",506,null,"Newmarket Capital Group","US",null
"","Los Angeles, California, United States","http,//atlasentertainment.com/",507,"/z7H707qUWigbjHnJDMfj6QITEpb.png","Atlas Entertainment","US",null
"","West Hollywood, California, USA","",508,"/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png","Regency Enterprises","US",null
"","","",509,null,"Rhombus Ringfilm",null,null
"","","",510,null,"Lunaris Film",null,null
"","","",511,null,"Ultramar Films",null,null
"","","",512,null,"Cocinor",null,null
"","Copenhagen, Denmark","https,//www.cosmo.dk/",513,null,"Cosmo Film","DK",null
"","","",514,null,"Silver Screen Partners",null,null
"","","",515,null,"William Castle Enterprises",null,null
"","","",516,null,"Seven Arts Productions",null,null
"","","",517,null,"Allied Artists",null,null
"","","",518,null,"Transworld Pictures",null,null
"","","",519,null,"11,11 Mediaworks",null,null
"","Redwood City, California, USA","",520,"/pU7YTI9FfrICurXpl5V9TfCO0oJ.png","Pacific Data Images","US",null
"","Glendale, California, United States","http,//www.dreamworksanimation.com/",521,"/cHvwSfUAG1KPkiwdBDwtn5ahX0P.png","DreamWorks Animation","US",null
"","","",523,null,"Camelot Productions",null,null
"","","",524,null,"Canal Plus Group",null,null
"","","",525,null,"Ixtlan Productions",null,null
"","","",526,null,"Roxlom Films",null,null
"","Ebisu, Shibuya, Tokyo","https,//www.bandaivisual.co.jp/top/",528,"/fO3Aof3lXQclYpBByYC8aneTXwA.png","Bandai Visual","JP",null
"","","",532,null,"Morpheus",null,null
"","","",533,null,"Janus Films",null,null
"","","",534,null,"Filmsonor","FR",null
"","San Francisco, California","",536,null,"The Coppola Company","US",null
"","","",537,null,Universal TV,null,null
"","","",538,null,"EMI Films","GB",null
"","","",539,null,"Block 2 Pictures",null,null
"","","",540,null,"Jet Tone Production",null,null
"","","",541,null,"Famous Players Ltd",null,null
"","","",542,null,"Guardian Trust Company",null,null
"","","",543,null,"Filmplan International II",null,null
"","","",544,null,"De Laurentiis",null,null
"","","",545,null,"Ten Thirteen Productions",null,null
"","","",546,null,"Monsoon Pictures",null,null
"","New York City, New York","",547,null,"Open City Films","US",null
"","","",549,null,"Swanford Films",null,null
"","Dublin","",550,null,"Little Bird","IE",null
"","","",551,"/fQp9uyicPHVS4gd2mgUoZOyJ0ss.png","Mandalay Pictures","US",null
"","","https,//www.dhentertainment.com",552,"/9dGdLfm3GteWeUDtD9c9tvlidUG.png","Dark Horse Entertainment","US",null
"","","",553,null,"Barclays Mercantile Industrial Finance",null,null
"","","",554,null,"Silver Screen Partners III",null,null
"","","",556,null,"Sherwood",null,null
"","","",557,null,"The Leonard Goldberg Company",null,null
"","","",558,null,"Lisberger/Kushner",null,null
"","Culver City, California","",559,"/rzgMLzPgJ2ZBYnlVwNi8ZDfOMwo.png","TriStar Pictures","US",null
"","","",560,null,"Film Colony",null,null
"","","",561,null,"Anhelo Productions",null,null
"","West Hollywood, California","",562,"/k3NsSdV854UX4zEReX1dl1Psxbb.png","Appian Way","US",null
"","","",563,null,"Movieworld Productions",null,null
"","","",564,null,"Industrial Development Corporation of South Africa",null,null
"","","",565,null,"UK Film & TV Production Company",null,null
"","","",566,null,"National Film & Video Foundation of South Africa",null,null
"","","",567,null,"Office Kitano","JP",null
"","","",568,null,"Saito Entertainment",null,null
"","","",569,null,"Tokyo FM Broadcasting Company",null,null
"","","",570,null,Bandai Visual Company (JAPAN),null,null
"","","",571,null,"Highland Films",null,null
"","","",572,null,"New Amsterdam Entertainment",null,null
"","","",573,null,"Blixa Film Productktion",null,null
"","Santa Monica, California","",574,"/iB6GjNVHs5hOqcEYt2rcjBqIjki.png","Lightstorm Entertainment","US",null
"","","",575,null,"Bergen Film",null,null
"","","",576,null,"Bard Entertainments",null,null
"","","",577,null,"NPS Televisie",null,null
"","","",579,null,"Alliance Communications",null,null
"","","",580,null,"Leni Riefenstahl-Produktion",null,null
"","Neuilly-sur-Seine, France","https,//www.ugc.fr",581,"/pzJLNyKypqwAgLR4OjmaxA5WEjm.png","UGC","FR",null
"","","",582,null,"Hachette Première",null,null
"","Tel-Aviv","http,//www.norma.co.il",584,null,"Norma Productions","IL",null
"","","",585,null,"UFA Filmproduktion GmbH",null,null
"","Baden-Baden, Baden-Württemberg","https,//www.arte.tv/de/",587,"/6UIpEURdjnmcJPwgTDRzVRuwADr.png","ARTE","DE",null
"","","https,//www.mdr.de/home/index.html",588,"/6mWg9rdVSj8gwgMiOmZH4iBCcMm.png","Mitteldeutscher Rundfunk","DE",null
"","","",590,null,"Constellation Productions",null,null
"","Paris, France","http,//www.france3cinema.fr",591,"/pvtj07ED3TDkUPqPXa75Ic5w9Jg.png","France 3 Cinéma","FR",null
"","","",592,null,"Claudie Ossard Productions",null,null
"","","",594,null,"Capella International",null,null
"","","",595,null,"Eric's Boy",null,null
"","","",596,null,"KC Medien AG",null,null
"","","",597,null,"Irish Dreamtime",null,null
"","","",598,null,"Team Todd",null,null
"","","",599,null,"Solar Productions",null,null
"","","",600,null,"Mehboob Productions",null,null
"","","",601,null,"Blake Edwards Entertainment",null,null
"","","",602,"/pVsXRFbYVDe5BhsATCAh1rt5F0k.png","DEFA","DE",null
"","","",603,null,"Prima Films",null,null
"","","",605,null,"Rampart Productions",null,null
"","","",606,null,"American Werewolf Inc.",null,null
"","","",607,null,"Lyncanthrope Films",null,null
"","Wien, Austria","http,//www.dor-film.com/",608,"/dD2Do4GHXAql5c4LjXCbEOvxbFg.png","Dor Film Production Company","AT",null
"","","",609,null,"Iduna Film Produktiongesellschaft",null,null
"","","",610,null,"Kuchenreuther Filmproduktion GmbH",null,null
"","","",611,null,"Bryna Productions",null,null
"","","",612,null,"Artists Entertainment Complex",null,null
"","","",613,null,"Hecht-Hill-Lancaster Productions",null,null
"","","",614,null,"Vanguard Films",null,null
"","Paris","",615,null,"Nord-Ouest Production","FR",null
"","Paris","http,//www.eskwad.fr",616,"/aeBPwUMUqIOFnt3Fxv9fC91hBuq.png","Eskwad","FR",null
"","","",617,null,"Brooksfilms Ltd.",null,null
"","","",618,null,"Deutsche Filmvertriebs GmbH",null,null
"","","",619,null,"Terra-Filmkunst","DE",null
"","","",620,null,"Centropolis Film Productions",null,null
"","","",622,null,"Toho Film (Eiga) Co. Ltd.",null,null
"","","",623,null,"MC Productions",null,null
"","","",624,null,"Persky-Bright Productions",null,null
"","","",625,null,"Devon",null,null
"","","",626,null,"Independent Productions",null,null
"","","",627,null,"Internacional Films Espagnol",null,null
"","","",628,null,"Alpine Productions",null,null
"","","",629,null,"Peppercorn-Wormser Inc",null,null
"","","",630,null,"IPC Films",null,null
"","","",631,null,"Parkway Pictures (I)",null,null
"","","",632,null,"British Lion Films","GB",null
"","","",634,null,"ABC Pictures",null,null
"","","",635,null,"Les Films Alain Sarde",null,null
"","","",636,null,"Babbo Inc.",null,null
"","","",637,null,"The Picture Factory",null,null
"","","",638,null,"Laurel Group",null,null
"","","",639,null,"DR TV",null,null
"","Rome","http,//www.titanus.it/eng/index.php",641,null,"Titanus","IT",null
"","","",642,null,"S.G.C.",null,null
"","","",643,null,"Société Nouvelle Pathé Cinéma","FR",null
"","","",644,null,"Alcor Films",null,null
"","","",645,null,"Imar Film Co., Ltd.",null,null
"","","",646,null,"D'Antoni Productions",null,null
"","","",648,null,"Sony Music Entertainment Japan",null,null
"","","",649,null,Sony,null,null
"","","",650,null,"Bridge Films",null,null
"","","",651,null,"Breathless Associates",null,null
"","","",652,null,"Miko Productions",null,null
"","","",653,null,"Komuna",null,null
"","Henderson, Auckland","http,//southpacificpictures.com",654,null,"South Pacific Pictures","NZ",null
"","","",655,null,"Strike Entertainment",null,null
"","","https,//www.metrofilms.com",656,"/rqmaM1yOhp5KSGjjQToeOYPuMUx.png","Metropolitan Filmexport","FR",null
"","","",657,null,"Toho-Towa",null,null
"","","",658,null,"MI 3 Film",null,null
"","","",659,null,"London Film Productions",null,null
"","","",660,null,British Lion Film Corporation,null,null
"","","",661,null,"Nouvelles Éditions de Film",null,null
"","","",662,null,"Turman-Foster Company",null,null
"","","",663,null,"12 Gauge Productions",null,null
"","","",664,null,"City Film","US",null
"","","",665,null,"Hochschule für Fernsehen und Film (HFF)",null,null
"","","",667,null,"IFMD Ltd.",null,null
"","","",668,null,"T.H.E. Films",null,null
"","","",669,null,"Reposado Producciones",null,null
"","Burbank, California","",670,"/rRGi5UkwvdOPSfr5Xf42RZUsYgd.png","Walt Disney Television","US",{"name","Walt Disney Pictures",2,"/wdrCwmRnLFJhEoH8GSfymY85KHT.png"}
"","Los Angeles, California","",675,null,"Forward Pass","US",null
"","","",676,null,"Monarchy Enterprises B.V.",null,null
"","Atlanta, Georgia, United States","https,//www.international.tbs.com/",678,"/AbIc38dGx4b8dhKS7oeRL6aXFDv.png","Turner Network Television","US",null
"","","",679,null,"Timnick Films",null,null
"","","",680,null,"Studio Hamburg Filmproduktion",null,null
"","","",681,null,"Dom Film GmbH",null,null
"","","",682,null,"Peninsula Films",null,null
"","Jongno, Seoul, South Korea","",684,null,"Kim Ki Duk Film","KR",null
"","","",685,null,"Cineclick Asia",null,null
"","","https,//www.tigeraspect.co.uk/",686,"/iTxmqi0ldTpKvYAoQuWgHnZ6aXN.png","Tiger Aspect Productions","GB",null
"","","",688,"/65PkdDSyh6fwXgwg47x73pvgWiW.png","Rankin/Bass Productions","US",null
"","","",689,null,"Ventanarosa Productions",null,null
"","","",690,null,"Handprint Entertainment",null,null
"","","",691,null,"Cappa Productions",null,null
"","","",692,null,"Sogecine",null,null
"","","",693,null,"Alicia Produce S L",null,null
"","Paris, ‎Île-de-France, France","http,//www.studiocanal.fr",694,"/5LEHONGkZBIoWvp1ygHOF8iyi1M.png","StudioCanal","FR",null
"","","https,//www.leedanielsentertainment.com",695,null,"Lee Daniels Entertainment","US",null
"","","",696,null,"Rogue Marble",null,null
"","","",697,null,"Alta Films S.A.",null,null
"","","",698,null,"Scottish Screen",null,null
"","","",699,null,"TTornasol Films S.A.",null,null
"","","",700,null,"Kanzaman S.A.",null,null
"","","",701,null,"Meespierson Film CV",null,null
"","","",702,null,"3L Filmproduktion GmbH",null,null
"","","",703,"/lMV4teVPQWJxIaiDsAsU7Vdh1iC.png","Razor Film Produktion","DE",null
"","","",704,null,Initial Entertainment Group,null,null
"","","",705,null,"Spring Creek Productions",null,null
"","Helsinki","",706,null,"Sputnik","FI",null
"","","",707,null,"Matador Pictures",null,null
"","","",708,null,"Beijing Film Studio",null,null
"","","",711,"/tEiIH5QesdheJmDAqQwvtN60727.png","Fox 2000 Pictures","US",null
"","","",713,null,Nu Image Entertainment,null,null
"","","",714,null,"3L Filmverleih",null,null
"","","",716,null,"Standard Film Company",null,null
"","","",718,null,"Arts Council of England",null,null
"","","",719,null,"Film Foundry Partners",null,null
"","","",720,null,"Goldwyn Films",null,null
"","","",721,null,"Zenith Productions",null,null
"","","",722,null,Temple Hill Productions,null,null
"","","",724,null,"Beijing New Picture Film Co. Ltd.",null,null
"","","",725,null,"Film 1",null,null
"","","",726,null,"Haut et Court",null,null
"","","",727,null,"TV Productions LTD And Beijing Hop Culture Co",null,null
"","","",728,null,"Kalkaska Productions",null,null
"","","https,//www.whynotproductions.fr",729,"/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png","Why Not Productions","FR",null
"","","",730,null,"Flying Moon Filmproduktion GmbH",null,null
"","","",732,null,"Mate Producciones S.A.",null,null
"","","",734,null,"Producers Circle",null,null
"","","http,//waverlyfilms.com/",735,null,"Waverly Films","US",null
"","Berlin ","https,//www.littleshark.de",736,null,"Little Shark Entertainment","DE",null
"","Los Angeles, California","http,//skefilms.com",737,"/i1jNMQ9eNsq0wqpIJjyAkzS9NYq.png","Sidney Kimmel Entertainment","US",null
"","","http,//www.myriadpictures.com",738,null,"Myriad Pictures","US",null
"","","",739,null,"Anomaly Entertainment",null,null
"","","",740,null,"MTM Cineteve",null,null
"","","",741,null,"Emotion Pictures",null,null
"","","",742,null,"Reverse Angle International",null,null
"","","",743,null,Europa Corp.,null,null
""," Paris, France","http,//diaphana.fr/",744,"/iPQvLZPw7e3T3No0akup0F9o8nV.png","Diaphana Films","FR",null
"","","",745,null,"Les Films de la Pléiade",null,null
"","","",746,"/kc7bdIVTBkJYy9aDK1QDDTAL463.png","MTV Films","US",null
"","","",747,null,"Inland Empire Productions",null,null
"","","",748,null,"Mosaic Media Group",null,null
"","","",749,null,"Christal Films","CA",null
"","","",750,null,"Ellepi Films",null,null
"","","",753,null,"Nouvelles Éditions de Films (NEF)",null,null
"","","",754,null,"Stella Films",null,null
"","","",755,null,"Alexandra Films",null,null
"","","",756,null,"filmkombinat Nordost GmbH & Co. KG",null,null
"","","",757,null,"Embassy Films Associates","US",null
"","Odense, Denmark","https,//tv2.dk/",758,"/fft3jrctrZNcgAxgN1w5Givtzip.png","TV 2","DK",null
"","Paris","",760,null,"Les Productions Bagheera","FR",null
"","","",761,null,"Cinehaus",null,null
"","","",762,null,"Mutual Film Company",null,null
"","","",763,null,"Intermedia Films",null,null
"","","https,//polarisfilmproduction.com/",764,null,"Polaris Film Productions","FR",null
"","","",765,null,"Tempête Sous Un Crâne Productions","FR",null
"","","",766,null,"Blue Tulip Productions",null,null
"","Beverly Hills, California","http,//www.ghosthousepictures.com",768,null,"Ghost House Pictures","US",null
"","","",769,null,"Destination Films",null,null
"","","",770,null,"Kingsgate Films",null,null
"","Beverly Hills, California","http,//www.mandatepictures.com",771,null,"Mandate Pictures","US",null
"","Cape Town","http,//www.filmafrika.com",773,"/8GHHXJTeF5XU5a5EN6myMiYwSJh.png","Film Afrika Worldwide","ZA",null
"","","",774,null,"Valkyrie Films",null,null
"","","",775,null,"Korty Films",null,null
"","","",776,null,Phalanx-Jaelem,null,null
"","","",777,null,"Future Film Group",null,null
"","","",778,null,"Las Producciones del Escorpion",null,null
"","Roma, Italy","http,//www.luckyred.it",779,"/41uIo51zJKwD41dBY6ENJmELGga.png","Lucky Red","IT",null
"","","",780,null,"Red Wagon Productions",null,null
"","","",783,null,"Kahuuna Films","DE",null
"","","",784,null,"Himenóptero",null,null
"","","",785,null,"Sociedad General de Cine S.A.",null,null
"","Paris, France","http,//bizibi.fr",786,null,"Bizibi","FR",null
"","Beverly Hills, California","http,//www.3arts.com",787,"/cCefBs1t7jxtiz3eCxBp9yxrxGx.png","3 Arts Entertainment","US",null
"","","",788,null,"Bel Air Entertainment",null,null
"","","http,//www.pallasfilm.de/en/",789,"/rQ0fru0nm1oCsz2npnAgXEl11AH.png","Pallas Film","DE",null
"","Bertrange, Luxembourg","https,//www.samsa.lu/",790,"/k0MnHFovKIeev0ANR0Ww6HO6tfF.png","Samsa Film","LU",null
"","","",791,null,"IPSO Facto Films",null,null
"","","https,//www.rtbf.be/",792,"/cRhBQP1FFNugNxKkO1pUgeD2Rkr.png","Radio Télévision Belge Francophone","BE",null
"","Paris, France","http,//galateefilms.com",793,"/10DhIXAmAixQvBOsjZ1MOeSRyUC.png","Galatée Films","FR",null
"","","",794,null,"Agi Orsi Productions",null,null
"","","",795,null,"Vans Off the Wall",null,null
"","","",796,null,"Pan Européenne Production",null,null
"","","",798,"/nQgX1MOLySgug7FDONdIkht3xob.png","Samuel Goldwyn Company","US",null
"","","",799,null,"Carlyle Productions",null,null
"","","",800,null,"Wheel Productions",null,null
